run_id,sequence_id,project_id,bug_id,bug_key,experiment_group,phase,protocol_version,protocol_lock_id,shared_context_path,shared_context_sha256,model,model_version,temperature,top_p,max_output_tokens,maximum_attempts,token_budget,timeout_compile,timeout_trigger_test,timeout_all_tests,timeout_spotbugs,patch_quantity_limit,status,started_at,finished_at
stage2_mve_formal_20260825T210517,13,Collections,26,Collections-26,A,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Collections-26/shared_context.json,8d865e9598cd83ff8ee8791909c5512bd9ee0bc5b800527cd274ec5f388a897d,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-25T22:26:04+0800,2026-08-25T22:37:19+0800
stage2_mve_formal_20260825T210517,14,Collections,26,Collections-26,R,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Collections-26/shared_context.json,8d865e9598cd83ff8ee8791909c5512bd9ee0bc5b800527cd274ec5f388a897d,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-25T22:37:19+0800,2026-08-25T22:41:03+0800
stage2_mve_formal_20260825T210517,15,Collections,26,Collections-26,C,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Collections-26/shared_context.json,8d865e9598cd83ff8ee8791909c5512bd9ee0bc5b800527cd274ec5f388a897d,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-25T22:41:03+0800,2026-08-25T22:48:36+0800
stage2_mve_formal_20260825T210517,16,Jsoup,45,Jsoup-45,A,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Jsoup-45/shared_context.json,2a156f57617eac4a407d7cf1cd1762b30876b11d18426c75607dd40d05eeceab,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-25T22:49:45+0800,2026-08-25T22:50:58+0800
stage2_mve_formal_20260825T210517,17,Jsoup,45,Jsoup-45,R,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Jsoup-45/shared_context.json,2a156f57617eac4a407d7cf1cd1762b30876b11d18426c75607dd40d05eeceab,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-25T22:50:58+0800,2026-08-25T22:52:10+0800
stage2_mve_formal_20260825T210517,18,Jsoup,45,Jsoup-45,C,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Jsoup-45/shared_context.json,2a156f57617eac4a407d7cf1cd1762b30876b11d18426c75607dd40d05eeceab,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-25T22:52:10+0800,2026-08-25T22:53:26+0800
stage2_mve_formal_20260825T210517,19,Jsoup,89,Jsoup-89,A,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Jsoup-89/shared_context.json,d75867211a925ae28e7f862f7ea770d39f28cba146e4071f7f839e9762c54a93,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-25T22:54:50+0800,2026-08-25T22:56:19+0800
stage2_mve_formal_20260825T210517,20,Jsoup,89,Jsoup-89,R,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Jsoup-89/shared_context.json,d75867211a925ae28e7f862f7ea770d39f28cba146e4071f7f839e9762c54a93,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-25T22:56:19+0800,2026-08-25T22:57:48+0800
stage2_mve_formal_20260825T210517,21,Jsoup,89,Jsoup-89,C,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Jsoup-89/shared_context.json,d75867211a925ae28e7f862f7ea770d39f28cba146e4071f7f839e9762c54a93,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-25T22:57:48+0800,2026-08-25T23:00:44+0800
stage2_mve_formal_20260825T210517,22,Lang,40,Lang-40,A,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Lang-40/shared_context.json,83de8a7d681dce59e474fd3735705c2dfef6d7212f7cdcc55ab52e303c5b253d,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-25T23:02:19+0800,2026-08-25T23:07:25+0800
stage2_mve_formal_20260825T210517,23,Lang,40,Lang-40,R,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Lang-40/shared_context.json,83de8a7d681dce59e474fd3735705c2dfef6d7212f7cdcc55ab52e303c5b253d,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-25T23:07:25+0800,2026-08-25T23:12:23+0800
stage2_mve_formal_20260825T210517,24,Lang,40,Lang-40,C,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Lang-40/shared_context.json,83de8a7d681dce59e474fd3735705c2dfef6d7212f7cdcc55ab52e303c5b253d,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-25T23:12:23+0800,2026-08-25T23:17:27+0800
stage2_mve_formal_20260825T210517,25,Lang,62,Lang-62,A,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Lang-62/shared_context.json,013037a9c2d62d3ceebf1c41130c85dec0e805d8927f94eb33c8054d626678e8,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-25T23:19:18+0800,2026-08-25T23:25:31+0800
stage2_mve_formal_20260825T210517,26,Lang,62,Lang-62,R,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Lang-62/shared_context.json,013037a9c2d62d3ceebf1c41130c85dec0e805d8927f94eb33c8054d626678e8,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-25T23:25:31+0800,2026-08-25T23:31:16+0800
stage2_mve_formal_20260825T210517,27,Lang,62,Lang-62,C,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Lang-62/shared_context.json,013037a9c2d62d3ceebf1c41130c85dec0e805d8927f94eb33c8054d626678e8,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-25T23:31:16+0800,2026-08-25T23:39:48+0800
stage2_mve_formal_20260825T210517,28,Math,91,Math-91,A,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Math-91/shared_context.json,7558cf1616e2a16be9d0d84a3efabeb46fa38e75119a0465d514eadff003244d,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-25T23:46:08+0800,2026-08-25T23:52:27+0800
stage2_mve_formal_20260825T210517,29,Math,91,Math-91,R,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Math-91/shared_context.json,7558cf1616e2a16be9d0d84a3efabeb46fa38e75119a0465d514eadff003244d,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-25T23:52:27+0800,2026-08-25T23:58:51+0800
stage2_mve_formal_20260825T210517,30,Math,91,Math-91,C,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Math-91/shared_context.json,7558cf1616e2a16be9d0d84a3efabeb46fa38e75119a0465d514eadff003244d,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-25T23:58:51+0800,2026-08-26T00:05:19+0800
stage2_mve_formal_20260825T210517,31,Chart,1,Chart-1,A,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Chart-1/shared_context.json,3b9430df8ad4f5869cf41f3b85c740b3cbc33cf6ec929b6e80a725c6845753c2,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-26T00:15:30+0800,2026-08-26T00:22:17+0800
stage2_mve_formal_20260825T210517,32,Chart,1,Chart-1,R,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Chart-1/shared_context.json,3b9430df8ad4f5869cf41f3b85c740b3cbc33cf6ec929b6e80a725c6845753c2,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-26T00:22:17+0800,2026-08-26T00:28:35+0800
stage2_mve_formal_20260825T210517,33,Chart,1,Chart-1,C,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Chart-1/shared_context.json,3b9430df8ad4f5869cf41f3b85c740b3cbc33cf6ec929b6e80a725c6845753c2,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-26T00:28:35+0800,2026-08-26T00:34:51+0800
stage2_mve_formal_20260825T210517,34,Chart,4,Chart-4,A,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Chart-4/shared_context.json,564f289cbac7d99b4dd7d659663f57a17fb52d49d7f8b1fc796b9c70ad6a405c,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-26T00:40:50+0800,2026-08-26T00:46:58+0800
stage2_mve_formal_20260825T210517,35,Chart,4,Chart-4,R,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Chart-4/shared_context.json,564f289cbac7d99b4dd7d659663f57a17fb52d49d7f8b1fc796b9c70ad6a405c,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-26T00:46:58+0800,2026-08-26T00:53:16+0800
stage2_mve_formal_20260825T210517,36,Chart,4,Chart-4,C,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Chart-4/shared_context.json,564f289cbac7d99b4dd7d659663f57a17fb52d49d7f8b1fc796b9c70ad6a405c,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-26T00:53:16+0800,2026-08-26T00:59:26+0800
stage2_mve_formal_20260825T210517,37,Chart,17,Chart-17,A,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Chart-17/shared_context.json,c56d03b193ac6d1fd4cd4188428fd8405702affeaed9a65bf07d1ad42b5af8ae,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-26T01:04:46+0800,2026-08-26T01:21:10+0800
stage2_mve_formal_20260825T210517,38,Chart,17,Chart-17,R,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Chart-17/shared_context.json,c56d03b193ac6d1fd4cd4188428fd8405702affeaed9a65bf07d1ad42b5af8ae,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-26T01:21:11+0800,2026-08-26T01:37:22+0800
stage2_mve_formal_20260825T210517,39,Chart,17,Chart-17,C,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Chart-17/shared_context.json,c56d03b193ac6d1fd4cd4188428fd8405702affeaed9a65bf07d1ad42b5af8ae,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-26T01:37:22+0800,2026-08-26T01:53:42+0800
stage2_mve_formal_20260825T210517,40,JacksonDatabind,3,JacksonDatabind-3,A,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/JacksonDatabind-3/shared_context.json,7d1ce29032b9fbaba96103c82666a4446c13ba815d431ec6cfb725204cba87d9,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-26T02:11:06+0800,2026-08-26T02:28:37+0800
stage2_mve_formal_20260825T210517,41,JacksonDatabind,3,JacksonDatabind-3,R,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/JacksonDatabind-3/shared_context.json,7d1ce29032b9fbaba96103c82666a4446c13ba815d431ec6cfb725204cba87d9,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-26T02:28:37+0800,2026-08-26T02:46:04+0800
stage2_mve_formal_20260825T210517,42,JacksonDatabind,3,JacksonDatabind-3,C,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/JacksonDatabind-3/shared_context.json,7d1ce29032b9fbaba96103c82666a4446c13ba815d431ec6cfb725204cba87d9,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-26T02:46:04+0800,2026-08-26T03:03:50+0800
stage2_mve_formal_20260825T210517,43,Chart,22,Chart-22,A,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Chart-22/shared_context.json,70de93a97a74133066d02dfe68c736a1f87acbdd94f37ebd50d085427d2f72bd,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-26T03:09:10+0800,2026-08-26T03:25:25+0800
stage2_mve_formal_20260825T210517,44,Chart,22,Chart-22,R,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Chart-22/shared_context.json,70de93a97a74133066d02dfe68c736a1f87acbdd94f37ebd50d085427d2f72bd,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-26T03:25:25+0800,2026-08-26T03:41:38+0800
stage2_mve_formal_20260825T210517,45,Chart,22,Chart-22,C,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Chart-22/shared_context.json,70de93a97a74133066d02dfe68c736a1f87acbdd94f37ebd50d085427d2f72bd,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-26T03:41:38+0800,2026-08-26T03:57:57+0800
stage2_mve_formal_20260825T210517,46,Closure,49,Closure-49,A,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Closure-49/shared_context.json,5849cacb40aeade428e7f0f8a79211c0e0e391fc13681cabddff75e95206c3ed,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-26T04:12:26+0800,2026-08-26T04:56:10+0800
stage2_mve_formal_20260825T210517,47,Closure,49,Closure-49,R,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Closure-49/shared_context.json,5849cacb40aeade428e7f0f8a79211c0e0e391fc13681cabddff75e95206c3ed,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-26T04:56:10+0800,2026-08-26T05:27:02+0800
stage2_mve_formal_20260825T210517,48,Closure,49,Closure-49,C,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/Closure-49/shared_context.json,5849cacb40aeade428e7f0f8a79211c0e0e391fc13681cabddff75e95206c3ed,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-26T05:31:46+0800,2026-08-26T06:16:16+0800
stage2_mve_formal_20260825T210517,49,JacksonDatabind,29,JacksonDatabind-29,A,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/JacksonDatabind-29/shared_context.json,c4a5b1cfbe9cd831c76969f0b1c891540b4d2e79a5afd1397016c38a0328a790,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-26T06:35:54+0800,2026-08-26T06:55:52+0800
stage2_mve_formal_20260825T210517,50,JacksonDatabind,29,JacksonDatabind-29,R,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/JacksonDatabind-29/shared_context.json,c4a5b1cfbe9cd831c76969f0b1c891540b4d2e79a5afd1397016c38a0328a790,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-26T06:55:52+0800,2026-08-26T07:55:41+0800
stage2_mve_formal_20260825T210517,51,JacksonDatabind,29,JacksonDatabind-29,C,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/JacksonDatabind-29/shared_context.json,c4a5b1cfbe9cd831c76969f0b1c891540b4d2e79a5afd1397016c38a0328a790,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-26T07:55:41+0800,2026-08-26T08:29:58+0800
stage2_mve_formal_20260825T210517,52,JacksonDatabind,75,JacksonDatabind-75,A,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/JacksonDatabind-75/shared_context.json,f5866bdd0db7ea1b223e8877b04962f2e33ec8e03714ed38e49e9a92af43214c,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-26T08:52:13+0800,2026-08-26T09:59:20+0800
stage2_mve_formal_20260825T210517,53,JacksonDatabind,75,JacksonDatabind-75,R,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/JacksonDatabind-75/shared_context.json,f5866bdd0db7ea1b223e8877b04962f2e33ec8e03714ed38e49e9a92af43214c,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-26T09:59:20+0800,2026-08-26T11:07:17+0800
stage2_mve_formal_20260825T210517,54,JacksonDatabind,75,JacksonDatabind-75,C,formal_20bug_mve,2.1,stage2-v2.1.1-7a7d2bd44d0bc085,outputs_revised_mve/stage2_mve_formal_20260825T210517/shared_contexts/JacksonDatabind-75/shared_context.json,f5866bdd0db7ea1b223e8877b04962f2e33ec8e03714ed38e49e9a92af43214c,deepseek-v4-pro,DeepSeek-V4-Pro,0,1.0,4096,3,120000,900,900,1800,900,1,completed,2026-08-26T11:07:17+0800,2026-08-26T12:15:00+0800
